DATE,Series,Values
2002 Q2,real_gdp,3.0669631814751686
2002 Q2,IR,0.9615384615384581
2002 Q2,investment,6.040190421867808
2002 Q2,pce,1.2501616389263281
2002 Q2,govt_exp,2.4823054847732395
2002 Q2,sent,1.037938439513253
2002 Q3,real_gdp,1.1571857083948478
2002 Q3,IR,-0.5714285714285672
2002 Q3,investment,5.346499421759621
2002 Q3,pce,1.220129630220912
2002 Q3,govt_exp,-0.0986357259346593
2002 Q3,sent,-7.261778250088568
2002 Q4,real_gdp,1.7147304584093082
2002 Q4,IR,-17.049808429118773
2002 Q4,investment,-5.339096554243272
2002 Q4,pce,1.0251719134439563
2002 Q4,govt_exp,2.152307045018942
2002 Q4,sent,-3.9343009931245287
2003 Q1,real_gdp,-3.503458937822612
2003 Q1,IR,-13.394919168591224
2003 Q1,investment,-0.09999605824666524
2003 Q1,pce,1.2600975070141684
2003 Q1,govt_exp,1.815535846673444
2003 Q1,sent,-4.6123260437375695
2003 Q2,real_gdp,2.73983767294943
2003 Q2,IR,-0.2666666666666706
2003 Q2,investment,2.389847509121834
2003 Q2,pce,1.246619151241779
2003 Q2,govt_exp,3.812816543600084
2003 Q2,sent,11.629845769070446
2003 Q3,real_gdp,1.9696658099083164
2003 Q3,IR,-18.449197860962563
2003 Q3,investment,7.225506799582182
2003 Q3,pce,2.081411740136785
2003 Q3,govt_exp,-0.3965986041114644
2003 Q3,sent,0.03734129947721154
2003 Q4,real_gdp,2.8441711063823982
2003 Q4,IR,-1.967213114754085
2003 Q4,investment,-0.9206121020674529
2003 Q4,pce,1.1831494962238231
2003 Q4,govt_exp,1.676867436361107
2003 Q4,sent,2.9861888764464384
2004 Q1,real_gdp,-3.070966805995057
2004 Q1,IR,0.6688963210702337
2004 Q1,investment,0.17640219700918447
2004 Q1,pce,1.7097437279911087
2004 Q1,govt_exp,2.0139748684939507
2004 Q1,sent,6.560347952156587
2004 Q2,real_gdp,2.5643033536096427
2004 Q2,IR,0.6644518272425071
2004 Q2,investment,9.458442199467543
2004 Q2,pce,1.2217192696189594
2004 Q2,govt_exp,0.7218280051161541
2004 Q2,sent,-4.761904761904767
2004 Q3,real_gdp,1.0952194699429763
2004 Q3,IR,41.91419141914192
2004 Q3,investment,4.382458327384664
2004 Q3,pce,1.6721696472773218
2004 Q3,govt_exp,0.6262825644465231
2004 Q3,sent,2.4285714285714466
2004 Q4,real_gdp,2.868736785100179
2004 Q4,IR,36.04651162790697
2004 Q4,investment,-2.817044713433381
2004 Q4,pce,1.9959758551308049
2004 Q4,govt_exp,2.4749838739021923
2004 Q4,sent,-1.8131101813110284
2005 Q1,real_gdp,-3.10297418159704
2005 Q1,IR,26.66666666666666
2005 Q1,investment,1.9300082383633121
2005 Q1,pce,1.2199163576106509
2005 Q1,govt_exp,3.1066506987058817
2005 Q1,sent,0.21306818181818787
2005 Q2,real_gdp,2.7344174254656517
2005 Q2,IR,19.163292847503378
2005 Q2,investment,5.279641681470326
2005 Q2,pce,1.7470142505223052
2005 Q2,govt_exp,1.0516231438491452
2005 Q2,sent,-4.110559886605236
2005 Q3,real_gdp,1.708308812535586
2005 Q3,IR,17.553793884484705
2005 Q3,investment,7.337662337662332
2005 Q3,pce,1.9189071155481852
2005 Q3,govt_exp,0.9582674969792704
2005 Q3,sent,-2.9933481152993324
2005 Q4,real_gdp,1.6505118190327073
2005 Q4,IR,15.02890173410405
2005 Q4,investment,-3.9696446824552423
2005 Q4,pce,0.9829238130678153
2005 Q4,govt_exp,1.6341223152060769
2005 Q4,sent,-5.79047619047619
2006 Q1,real_gdp,-2.529496919932861
2006 Q1,IR,11.97654941373536
2006 Q1,investment,2.3083833868392523
2006 Q1,pce,1.6180422693536034
2006 Q1,govt_exp,3.291182047658725
2006 Q1,sent,7.885159725030322
2006 Q2,real_gdp,2.8284378448560465
2006 Q2,IR,10.097232610321626
2006 Q2,investment,5.114854842770344
2006 Q2,pce,1.401073240416828
2006 Q2,govt_exp,0.9192079231075123
2006 Q2,sent,-5.77211394302849
2006 Q3,real_gdp,-0.11589329169497953
2006 Q3,IR,6.929347826086962
2006 Q3,investment,0.9848805114568426
2006 Q3,pce,1.3669038760250052
2006 Q3,govt_exp,-0.1474368722527597
2006 Q3,sent,0.27844073190135266
2006 Q4,real_gdp,2.1657137117769176
2006 Q4,IR,0
2006 Q4,investment,-7.327994513541125
2006 Q4,pce,0.7864896263193977
2006 Q4,govt_exp,1.0422846136106223
2006 Q4,sent,10.035700119000413
2007 Q1,real_gdp,-3.2670078552725523
2007 Q1,IR,0.1905972045743276
2007 Q1,investment,-0.6430615340972112
2007 Q1,pce,1.535600255992331
2007 Q1,govt_exp,2.9612435816276372
2007 Q1,sent,-0.2883922134102379
2007 Q2,real_gdp,2.9692011300883614
2007 Q2,IR,-0.12682308180088642
2007 Q2,investment,5.5449262543739275
2007 Q2,pce,1.1136493432324368
2007 Q2,govt_exp,1.5832429433038309
2007 Q2,sent,-5.748373101952287
2007 Q3,real_gdp,0.5782888595631475
2007 Q3,IR,-3.365079365079371
2007 Q3,investment,2.445826760308689
2007 Q3,pce,1.2360432839007673
2007 Q3,govt_exp,0.5823353252321528
2007 Q3,sent,-1.3425393172228461
2007 Q4,real_gdp,2.306080959708323
2007 Q4,IR,-11.366622864651765
2007 Q4,investment,-6.492828082059088
2007 Q4,pce,1.4162224316297767
2007 Q4,govt_exp,2.2380778892586717
2007 Q4,sent,-9.603421461897355
2008 Q1,real_gdp,-2.859696966741032
2008 Q1,IR,-29.35507783543366
2008 Q1,investment,-1.22994849379654
2008 Q1,pce,0.6775931355119003
2008 Q1,govt_exp,1.6006395618094027
2008 Q1,sent,-5.935483870967739
2008 Q2,real_gdp,1.053236349134501
2008 Q2,IR,-34.31269674711438
2008 Q2,investment,-1.7345755938081742
2008 Q2,pce,1.2537733145861818
2008 Q2,govt_exp,11.489564614269042
2008 Q2,sent,-18.24417009602195
2008 Q3,real_gdp,-0.8089265362683618
2008 Q3,IR,-7.028753993610215
2008 Q3,investment,0.7866918618901098
2008 Q3,pce,0.2879265014132937
2008 Q3,govt_exp,-6.3038383638439495
2008 Q3,sent,8.780760626398209
2008 Q4,real_gdp,-0.29672748228402046
2008 Q4,IR,-73.8831615120275
2008 Q4,investment,-11.46571065472175
2008 Q4,pce,-2.4818552885435663
2008 Q4,govt_exp,0.8268162606778651
2008 Q4,sent,-11.053984575835473
2009 Q1,real_gdp,-4.860119441362942
2009 Q1,IR,-63.81578947368421
2009 Q1,investment,-14.1836392924927
2009 Q1,pce,-0.928306102123766
2009 Q1,govt_exp,3.3898981533910133
2009 Q1,sent,1.0404624277456698
2009 Q2,real_gdp,2.1015849897706884
2009 Q2,IR,-1.8181818181818188
2009 Q2,investment,-5.960921334671476
2009 Q2,pce,-0.09645133792266503
2009 Q2,govt_exp,7.114939672414344
2009 Q2,sent,17.048054919908484
2009 Q3,real_gdp,1.045960185046546
2009 Q3,IR,-12.962962962962955
2009 Q3,investment,8.046764517290761
2009 Q3,pce,1.3655601448166799
2009 Q3,govt_exp,-1.1935289513545166
2009 Q3,sent,0.2932551319648091
2009 Q4,real_gdp,2.5886858269877466
2009 Q4,IR,-23.404255319148948
2009 Q4,investment,1.2108968522372532
2009 Q4,pce,0.6599995975612227
2009 Q4,govt_exp,1.5498822030256765
2009 Q4,sent,2.5828460038986423
2010 Q1,real_gdp,-3.6588182075634967
2010 Q1,IR,11.111111111111116
2010 Q1,investment,-2.1074720375911182
2010 Q1,pce,0.9678494086289957
2010 Q1,govt_exp,3.7055743556071885
2010 Q1,sent,5.273159144893103
2010 Q2,real_gdp,3.295732592991185
2010 Q2,IR,44.99999999999999
2010 Q2,investment,10.430055692878891
2010 Q2,pce,1.0522842388345444
2010 Q2,govt_exp,1.6932367934023862
2010 Q2,sent,0.09025270758125092
2010 Q3,real_gdp,0.97175595518042
2010 Q3,IR,-3.4482758620689613
2010 Q3,investment,9.193615199288185
2010 Q3,pce,0.9074463499693097
2010 Q3,govt_exp,0.4778552917950485
2010 Q3,sent,-7.619477006312003
2010 Q4,real_gdp,2.060878467682259
2010 Q4,IR,0
2010 Q4,investment,-6.1296216278745375
2010 Q4,pce,1.2578351773168794
2010 Q4,govt_exp,1.3589590140927088
2010 Q4,sent,4.343582235236698
2011 Q1,real_gdp,-3.7283743376979817
2011 Q1,IR,-16.07142857142857
2011 Q1,investment,-0.6170691661139371
2011 Q1,pce,1.2259116039756268
2011 Q1,govt_exp,-1.0930731972391028
2011 Q1,sent,2.5257249766136525
2011 Q2,real_gdp,2.3140867761485273
2011 Q2,IR,-40.42553191489362
2011 Q2,investment,3.123284773622026
2011 Q2,pce,1.0876222588446005
2011 Q2,govt_exp,2.168255896880522
2011 Q2,sent,-1.642335766423364
2011 Q3,real_gdp,0.5024225034103269
2011 Q3,IR,-10.71428571428571
2011 Q3,investment,8.255691613987004
2011 Q3,pce,0.7682914260550788
2011 Q3,govt_exp,-2.16577714305215
2011 Q3,sent,-16.97588126159554
2011 Q4,real_gdp,2.308618301857024
2011 Q4,IR,-12.00000000000001
2011 Q4,investment,-0.9449325643199336
2011 Q4,pce,0.5033302236782111
2011 Q4,govt_exp,0.22958520338163257
2011 Q4,sent,8.603351955307259
2012 Q1,real_gdp,-2.1043214794411402
2012 Q1,IR,40.90909090909092
2012 Q1,investment,5.231618592809029
2012 Q1,pce,1.388944568653172
2012 Q1,govt_exp,-0.7902124598987981
2012 Q1,sent,16.51234567901234
2012 Q2,real_gdp,1.5395521676632828
2012 Q2,IR,48.38709677419357
2012 Q2,investment,1.551192972229276
2012 Q2,pce,0.41730159164665714
2012 Q2,govt_exp,0.47866929298749916
2012 Q2,sent,1.059602649006619
2012 Q3,real_gdp,0.7127955733774893
2012 Q3,IR,-6.521739130434789
2012 Q3,investment,6.970108926276097
2012 Q3,pce,0.49371348261855186
2012 Q3,govt_exp,0.05342581112017797
2012 Q3,sent,-1.747487986020091
2012 Q4,real_gdp,1.4593932115698705
2012 Q4,IR,11.627906976744185
2012 Q4,investment,-7.342370348358318
2012 Q4,pce,0.961176197552005
2012 Q4,govt_exp,-0.41745044362040407
2012 Q4,sent,5.913739439750998
2013 Q1,real_gdp,-2.7089631814041337
2013 Q1,IR,-10.416666666666663
2013 Q1,investment,4.200061028390656
2013 Q1,pce,1.0030749022300611
2013 Q1,govt_exp,-0.35379324331354933
2013 Q1,sent,-3.4424853064651706
2013 Q2,real_gdp,2.288703786946278
2013 Q2,IR,-18.6046511627907
2013 Q2,investment,3.2241051124903164
2013 Q2,pce,0.33724470191827116
2013 Q2,govt_exp,0.8598119687445616
2013 Q2,sent,6.521739130434812
2013 Q3,real_gdp,1.5230338934724807
2013 Q3,IR,-28.57142857142858
2013 Q3,investment,10.33318328337296
2013 Q3,pce,0.8189212038730576
2013 Q3,govt_exp,0.02408798453297223
2013 Q3,sent,-0.1224489795918493
2013 Q4,real_gdp,2.2261723926182198
2013 Q4,IR,4.0000000000000036
2013 Q4,investment,-6.086549271846886
2013 Q4,pce,1.2522972905849805
2013 Q4,govt_exp,-0.8717116728878982
2013 Q4,sent,-5.680425010216583
2014 Q1,real_gdp,-3.993244258306383
2014 Q1,IR,-15.384615384615385
2014 Q1,investment,0.03576043303650245
2014 Q1,pce,0.8204030161281795
2014 Q1,govt_exp,1.7414931193760363
2014 Q1,sent,5.199306759098787
2014 Q2,real_gdp,2.933426720427823
2014 Q2,IR,27.27272727272727
2014 Q2,investment,5.8968261393516075
2014 Q2,pce,1.4119297040471324
2014 Q2,govt_exp,1.6878061347920026
2014 Q2,sent,2.347611202635913
2014 Q3,real_gdp,1.8592595174856674
2014 Q3,IR,-3.571428571428581
2014 Q3,investment,8.574423756527239
2014 Q3,pce,1.264983221050331
2014 Q3,govt_exp,1.5917154583326987
2014 Q3,sent,0.1609657947686305
2014 Q4,real_gdp,2.013901975692134
2014 Q4,IR,11.111111111111116
2014 Q4,investment,-5.742149784122863
2014 Q4,pce,1.0178514193341703
2014 Q4,govt_exp,-1.0356643214857741
2014 Q4,sent,8.196062675773398
2015 Q1,real_gdp,-3.1256051489897962
2015 Q1,IR,10.000000000000009
2015 Q1,investment,2.6346950477061704
2015 Q1,pce,0.3164600617469704
2015 Q1,govt_exp,1.7033325001741373
2015 Q1,sent,6.38692907538061
2015 Q2,real_gdp,2.946619320043631
2015 Q2,IR,12.121212121212132
2015 Q2,investment,4.291114338907764
2015 Q2,pce,1.1908887385380096
2015 Q2,govt_exp,0.34658431637981657
2015 Q2,sent,-1.3263525305410084
2015 Q3,real_gdp,0.9421912754957074
2015 Q3,IR,10.810810810810834
2015 Q3,investment,4.210011869021857
2015 Q3,pce,0.9651449755928132
2015 Q3,govt_exp,1.3139972678171574
2015 Q3,sent,-3.714184648036789
2015 Q4,real_gdp,1.2293427433047954
2015 Q4,IR,17.07317073170731
2015 Q4,investment,-8.111511040674223
2015 Q4,pce,0.33003566861831146
2015 Q4,govt_exp,-0.19883808021684546
2015 Q4,sent,0.6245407788390889
2016 Q1,real_gdp,-3.2817541694153185
2016 Q1,IR,125
2016 Q1,investment,-0.6990694996517832
2016 Q1,pce,0.803324917292958
2016 Q1,govt_exp,1.2335249568921514
2016 Q1,sent,0.29207740051113706
2016 Q2,real_gdp,2.7242796031152317
2016 Q2,IR,3.70370370370372
2016 Q2,investment,3.6108491312466295
2016 Q2,pce,1.1336323347395982
2016 Q2,govt_exp,0.42724775761118217
2016 Q2,sent,0.9100837277029594
2016 Q3,real_gdp,1.0669193349087225
2016 Q3,IR,6.25
2016 Q3,investment,3.8563231873008474
2016 Q3,pce,1.0422314280149614
2016 Q3,govt_exp,1.9430937176557972
2016 Q3,sent,-2.236652236652248
2016 Q4,real_gdp,1.9328798953847537
2016 Q4,IR,13.4453781512605
2016 Q4,investment,-4.206303455253469
2016 Q4,pce,0.9754788832915695
2016 Q4,govt_exp,-0.3859047546071026
2016 Q4,sent,3.0258302583025865
2017 Q1,real_gdp,-4.355651115529469
2017 Q1,IR,55.55555555555556
2017 Q1,investment,-2.891719557485606
2017 Q1,pce,1.3571205621435434
2017 Q1,govt_exp,0.9955663930477643
2017 Q1,sent,4.477077363896864
2017 Q2,real_gdp,4.147547435098198
2017 Q2,IR,35.71428571428572
2017 Q2,investment,10.260019476166992
2017 Q2,pce,0.698106484780614
2017 Q2,govt_exp,-0.1611820652820728
2017 Q2,sent,-0.8913267055193796
2017 Q3,real_gdp,1.1780348129682539
2017 Q3,IR,21.403508771929825
2017 Q3,investment,5.930810461129776
2017 Q3,pce,1.0334552384225981
2017 Q3,govt_exp,1.6038379970095606
2017 Q3,sent,-1.3144240747146263
2017 Q4,real_gdp,2.3984836628977657
2017 Q4,IR,4.335260115606943
2017 Q4,investment,-4.5445587865873165
2017 Q4,pce,1.6985531029238388
2017 Q4,govt_exp,0.9879013525219804
2017 Q4,sent,3.4349807220469764
2018 Q1,real_gdp,-3.5270268564295826
2018 Q1,IR,20.22160664819943
2018 Q1,investment,-0.10401861218526376
2018 Q1,pce,1.4291266339025332
2018 Q1,govt_exp,2.361858595170885
2018 Q1,sent,0.5760759064723731
2018 Q2,real_gdp,3.0499198804616823
2018 Q2,IR,20.04608294930876
2018 Q2,investment,4.507662469795237
2018 Q2,pce,1.0636543535620158
2018 Q2,govt_exp,0.8952898547435195
2018 Q2,sent,-0.6064690026954311
2018 Q3,real_gdp,1.042642405738281
2018 Q3,IR,10.748560460652602
2018 Q3,investment,7.494407037299822
2018 Q3,pce,0.7985832825420314
2018 Q3,govt_exp,1.776220831248665
2018 Q3,sent,-0.2711864406779618
2018 Q4,real_gdp,1.5322633220566928
2018 Q4,IR,15.42461005199307
2018 Q4,investment,-5.548715896042566
2018 Q4,pce,0.6927482824127695
2018 Q4,govt_exp,1.2991686346351283
2018 Q4,sent,0.06798096532969478
2019 Q1,real_gdp,-3.8997107278259557
2019 Q1,IR,8.258258258258255
2019 Q1,investment,0.27599624585177285
2019 Q1,pce,0.3461189287335298
2019 Q1,govt_exp,1.8100329485696731
2019 Q1,sent,-3.7364130434782483
2019 Q2,real_gdp,3.792348688630076
2019 Q2,IR,-0.2773925104022301
2019 Q2,investment,5.090009519621952
2019 Q2,pce,1.334228630666301
2019 Q2,govt_exp,1.6888662563664614
2019 Q2,sent,4.234297812279464
2019 Q3,real_gdp,1.289999835187161
2019 Q3,IR,-8.6230876216968
2019 Q3,investment,3.9378250970340423
2019 Q3,pce,1.262023282795055
2019 Q3,govt_exp,0.977437333654807
2019 Q3,sent,-4.739336492891
2019 Q4,real_gdp,2.258965771708654
2019 Q4,IR,-24.961948249619482
2019 Q4,investment,-7.452988914314074
2019 Q4,pce,1.0350583540551739
2019 Q4,govt_exp,0.03564996906717521
2019 Q4,sent,3.6247334754797578
2020 Q1,real_gdp,-5.562401849079568
2020 Q1,IR,-23.326572008113587
2020 Q1,investment,-1.898011195077709
2020 Q1,pce,-1.3282913559934606
2020 Q1,govt_exp,1.2459688996014018
2020 Q1,sent,-0.5829903978052275
2020 Q2,real_gdp,-5.3813628112955865
2020 Q2,IR,-95.23809523809523
2020 Q2,investment,-11.391871066610415
2020 Q2,pce,-9.011179334583176
2020 Q2,govt_exp,82.3668528818008
2020 Q2,sent,-23.352880303552947
2020 Q3,real_gdp,7.454696827300933
2020 Q3,IR,55.55555555555556
2020 Q3,investment,22.215461373286317
2020 Q3,pce,9.77477295047946
2020 Q3,govt_exp,-19.75106630336715
2020 Q3,sent,2.160216021602168
2020 Q4,real_gdp,3.076258695448719
2020 Q4,IR,-3.571428571428581
2020 Q4,investment,-1.6700073438585372
2020 Q4,pce,1.8714043603075936
2020 Q4,govt_exp,-17.264780100937273
2020 Q4,sent,5.462555066079289
2021 Q1,real_gdp,-3.2306803318765898
2021 Q1,IR,-11.111111111111105
2021 Q1,investment,-1.7467796151101944
2021 Q1,pce,3.3340802759613597
2021 Q1,govt_exp,38.592352646427685
2021 Q1,sent,0.5430242272347563
2021 Q2,real_gdp,4.3184049106135936
